,Question,Theme,paragraph_id,Answer_text,Paragraph,Answer_start,index,Answer_possible
743,What style of grammar does Catalan have?,Catalan_language,488,inflectional,"Catalan has an inflectional grammar, with two genders (masculine, feminine), and two numbers (singular, plural). Pronouns are also inflected for case, animacy[citation needed] and politeness, and can be combined in very complex ways. Verbs are split in several paradigms and are inflected for person, number, tense, aspect, mood, and gender. In terms of pronunciation, Catalan has many words ending in a wide variety of consonants and some consonant clusters, in contrast with many other Romance languages.",15,743,True
744,What is Catalan the derivitive of?,Catalan_language,489,Catalonia,"The word Catalan derives from the territory of Catalonia, itself of disputed etymology. The main theory suggests that Catalunya (Latin Gathia Launia) derives from the name Gothia or Gauthia (""Land of the Goths""), since the origins of the Catalan counts, lords and people were found in the March of Gothia, whence Gothland > Gothlandia > Gothalania > Catalonia theoretically derived.",47,744,True
745,What is a Catalan person called in the 15th century?,Catalan_language,490,Catellain,"In English, the term referring to a person first appears in the mid 14th century as Catelaner, followed in the 15th century as Catellain (from French). It is attested a language name since at least 1652. Catalan can be pronounced as /ˈkætəlæn/, /kætəˈlæn/ or /ˈkætələn/.",127,745,True
746,What language is the source of the term Catellain?,Catalan_language,490,French,"In English, the term referring to a person first appears in the mid 14th century as Catelaner, followed in the 15th century as Catellain (from French). It is attested a language name since at least 1652. Catalan can be pronounced as /ˈkætəlæn/, /kætəˈlæn/ or /ˈkætələn/.",143,746,True
747,Since what year has this term been used?,Catalan_language,490,1652,"In English, the term referring to a person first appears in the mid 14th century as Catelaner, followed in the 15th century as Catellain (from French). It is attested a language name since at least 1652. Catalan can be pronounced as /ˈkætəlæn/, /kætəˈlæn/ or /ˈkætələn/.",198,747,True
748,"Besides the Pyrenees, what area had Catalan covered by the 9th century?",Catalan_language,492,Hispania Tarraconensis,"By the 9th century, Catalan had evolved from Vulgar Latin on both sides of the eastern end of the Pyrenees, as well as the territories of the Roman province of Hispania Tarraconensis to the south. From the 8th century onwards the Catalan counts extended their territory southwards and westwards at the expense of the Muslims, bringing their language with them. This process was given definitive impetus with the separation of the County of Barcelona from the Carolingian Empire in 988.",160,748,True
749,When did the Catalan rulers take over Valencia and the Balearic Islands?,Catalan_language,494,13th century,"During the 11th and 12th centuries the Catalan rulers expanded up to north of the Ebro river, and in the 13th century they conquered the Land of Valencia and the Balearic Islands. The city of Alghero in Sardinia was repopulated with Catalan speakers in the 14th century. The language also reached Murcia, which became Spanish-speaking in the 15th century.",105,749,True
750,Where did the Catalan language reach in the 15th century?,Catalan_language,494,Murcia,"During the 11th and 12th centuries the Catalan rulers expanded up to north of the Ebro river, and in the 13th century they conquered the Land of Valencia and the Balearic Islands. The city of Alghero in Sardinia was repopulated with Catalan speakers in the 14th century. The language also reached Murcia, which became Spanish-speaking in the 15th century.",297,750,True
751,When did Murcia become Spanish speaking?,Catalan_language,494,15th century,"During the 11th and 12th centuries the Catalan rulers expanded up to north of the Ebro river, and in the 13th century they conquered the Land of Valencia and the Balearic Islands. The city of Alghero in Sardinia was repopulated with Catalan speakers in the 14th century. The language also reached Murcia, which became Spanish-speaking in the 15th century.",342,751,True
752,Where was the center of the Crown of Aragon?,Catalan_language,495,city of Valencia,"In the Low Middle Ages, Catalan went through a golden age, reaching a peak of maturity and cultural richness. Examples include the work of Majorcan polymath Ramon Llull (1232–1315), the Four Great Chronicles (13th–14th centuries), and the Valencian school of poetry culminating in Ausiàs March (1397–1459). By the 15th century, the city of Valencia had become the sociocultural center of the Crown of Aragon, and Catalan was present all over the Mediterranean world. During this period, the Royal Chancery propagated a highly standardized language. Catalan was widely used as an official language in Sicily until the 15th century, and in Sardinia until the 17th. During this period, the language was what Costa Carreras terms ""one of the 'great languages' of medieval Europe"".",332,752,True
753,What was the official language of Sicily until the 15th century?,Catalan_language,495,Catalan,"In the Low Middle Ages, Catalan went through a golden age, reaching a peak of maturity and cultural richness. Examples include the work of Majorcan polymath Ramon Llull (1232–1315), the Four Great Chronicles (13th–14th centuries), and the Valencian school of poetry culminating in Ausiàs March (1397–1459). By the 15th century, the city of Valencia had become the sociocultural center of the Crown of Aragon, and Catalan was present all over the Mediterranean world. During this period, the Royal Chancery propagated a highly standardized language. Catalan was widely used as an official language in Sicily until the 15th century, and in Sardinia until the 17th. During this period, the language was what Costa Carreras terms ""one of the 'great languages' of medieval Europe"".",24,753,True
754,Who called Catalan one of the great languages?,Catalan_language,495,Costa Carreras,"In the Low Middle Ages, Catalan went through a golden age, reaching a peak of maturity and cultural richness. Examples include the work of Majorcan polymath Ramon Llull (1232–1315), the Four Great Chronicles (13th–14th centuries), and the Valencian school of poetry culminating in Ausiàs March (1397–1459). By the 15th century, the city of Valencia had become the sociocultural center of the Crown of Aragon, and Catalan was present all over the Mediterranean world. During this period, the Royal Chancery propagated a highly standardized language. Catalan was widely used as an official language in Sicily until the 15th century, and in Sardinia until the 17th. During this period, the language was what Costa Carreras terms ""one of the 'great languages' of medieval Europe"".",705,754,True
755,Who wrote Tirant lo Blanc?,Catalan_language,496,Martorell,"Martorell's outstanding novel of chivalry Tirant lo Blanc (1490) shows a transition from Medieval to Renaissance values, something that can also be seen in Metge's work. The first book produced with movable type in the Iberian Peninsula was printed in Catalan.",0,755,True
756,What other writer showed a transition to the Renaissance? ,Catalan_language,496,Metge,"Martorell's outstanding novel of chivalry Tirant lo Blanc (1490) shows a transition from Medieval to Renaissance values, something that can also be seen in Metge's work. The first book produced with movable type in the Iberian Peninsula was printed in Catalan.",156,756,True
757,Why did Spain give part of Catalonia to France?,Catalan_language,498,Treaty of the Pyrenees,"With the Treaty of the Pyrenees (1659), Spain ceded the northern part of Catalonia to France, and soon thereafter the local Catalan varieties came under the influence of French, which in 1700 became the sole official language of the region.",9,757,True
758,What language began to influence Catalan?,Catalan_language,498,French,"With the Treaty of the Pyrenees (1659), Spain ceded the northern part of Catalonia to France, and soon thereafter the local Catalan varieties came under the influence of French, which in 1700 became the sole official language of the region.",170,758,True
759,What are French non standard languages called?,Catalan_language,499,patois,"Shortly after the French Revolution (1789), the French First Republic prohibited official use of, and enacted discriminating policies against, the nonstandard languages of France (patois), such as Catalan, Alsatian, Breton, Occitan, Flemish, and Basque.",180,759,True
760,What is the official language of France?,Catalan_language,501,French,"Nowadays, France only recognizes French as an official language. Nevertheless, on 10 December 2007, the General Council of the Pyrénées-Orientales officially recognized Catalan as one of the languages of the department and seeks to further promote it in public life and education.",33,760,True
761,Who recognized Catalan as a departmental language?,Catalan_language,501,General Council of the Pyrénées-Orientales,"Nowadays, France only recognizes French as an official language. Nevertheless, on 10 December 2007, the General Council of the Pyrénées-Orientales officially recognized Catalan as one of the languages of the department and seeks to further promote it in public life and education.",104,761,True
762,What declined in the 16th and 17th centuries?,Catalan_language,502,Catalan,The decline of Catalan continued in the 16th and 17th centuries. The Catalan defeat in the War of Spanish Succession (1714) initiated a series of measures imposing the use of Spanish in legal documentation.,15,762,True
763,When was the war of Spanish Succession?,Catalan_language,502,1714,The decline of Catalan continued in the 16th and 17th centuries. The Catalan defeat in the War of Spanish Succession (1714) initiated a series of measures imposing the use of Spanish in legal documentation.,118,763,True
764,What is Renaixenca?,Catalan_language,503,Catalan literary revival,"In parallel, however, the 19th century saw a Catalan literary revival (Renaixença), which has continued up to the present day. This period starts with Aribau's Ode to the Homeland (1833); followed in the second half of the 19th century, and the early 20th by the work of Verdaguer (poetry), Oller (realist novel), and Guimerà (drama).",45,764,True
765,"In what century did Vedaguer, Oller, and Guimera wrte?",Catalan_language,503,early 20th,"In parallel, however, the 19th century saw a Catalan literary revival (Renaixença), which has continued up to the present day. This period starts with Aribau's Ode to the Homeland (1833); followed in the second half of the 19th century, and the early 20th by the work of Verdaguer (poetry), Oller (realist novel), and Guimerà (drama).",245,765,True
766,Where is the teaching of Catalan mandatory?,Catalan_language,504,in all schools,"Since the Spanish transition to democracy (1975–1982), Catalan has been institutionalizated as an official language, language of education, and language of mass media; all of which have contributed to its increased prestige. In Catalonia, there is no parallel of a large, bilingual, European, non-state speech community. The teaching of Catalan is mandatory in all schools, but it is possible to use Spanish for studying in the public education system of Catalonia in two situations, if the teacher assigned to a class chooses to use Spanish, or during the learning process of one or some recently arrived students.  There is also some intergenerational shift towards Catalan.",358,766,True
767,What is an Andorran school policy?,Catalan_language,505,Catalan medium education,"In Andorra, Catalan has always been the sole official language. Since the promulgation of the 1993 constitution, several Andorranization policies have been enforced, like Catalan medium education.",171,767,True
768,What is the only language of Andorra?,Catalan_language,505,Catalan,"In Andorra, Catalan has always been the sole official language. Since the promulgation of the 1993 constitution, several Andorranization policies have been enforced, like Catalan medium education.",12,768,True
769,How old are most of the native language speakers in northern Catalonia?,Catalan_language,506,60 or older,"On the other hand, there are several language shift processes currently taking place. In Northern Catalonia, Catalan has followed the same trend as the other minority languages of France, with most of its native speakers being 60 or older (as of 2004). Catalan is studied as a foreign language by 30% of the primary education students, and by 15% of the secondary. The cultural association La Bressola promotes a network of community-run schools engaged in Catalan language immersion programs.",227,769,True
770,What percentage of primary students study Catalan as a foreign language?,Catalan_language,506,30%,"On the other hand, there are several language shift processes currently taking place. In Northern Catalonia, Catalan has followed the same trend as the other minority languages of France, with most of its native speakers being 60 or older (as of 2004). Catalan is studied as a foreign language by 30% of the primary education students, and by 15% of the secondary. The cultural association La Bressola promotes a network of community-run schools engaged in Catalan language immersion programs.",297,770,True
771,What do 15% of secondary school students study as a foreign language?,Catalan_language,506,Catalan,"On the other hand, there are several language shift processes currently taking place. In Northern Catalonia, Catalan has followed the same trend as the other minority languages of France, with most of its native speakers being 60 or older (as of 2004). Catalan is studied as a foreign language by 30% of the primary education students, and by 15% of the secondary. The cultural association La Bressola promotes a network of community-run schools engaged in Catalan language immersion programs.",109,771,True
772,What is Catalan being supplanted by in Alicante?,Catalan_language,507,Spanish,"In the Alicante province Catalan is being replaced by Spanish, and in Alghero by Italian. There are also well ingrained diglossic attitudes against Catalan in the Valencian Community, Ibiza, and to a lesser extent, in the rest of the Balearic islands.",54,772,True
773,What is Spanish replacing in Alicante province?,Catalan_language,507,Catalan,"In the Alicante province Catalan is being replaced by Spanish, and in Alghero by Italian. There are also well ingrained diglossic attitudes against Catalan in the Valencian Community, Ibiza, and to a lesser extent, in the rest of the Balearic islands.",25,773,True
774,Who disagrees with putting Catalan in the Occitano-Romance branch?,Catalan_language,508,linguists,"The ascription of Catalan to the Occitano-Romance branch of Gallo-Romance languages is not shared by all linguists and philologists, particularly among Spanish ones, such as Ramón Menéndez Pidal.",105,774,True
775,Why does Catalan share many traits with other Romance languages?,Catalan_language,509,closely related,"Catalan bears varying degrees of similarity to the linguistic varieties subsumed under the cover term Occitan language (see also differences between Occitan and Catalan and Gallo-Romance languages). Thus, as it should be expected from closely related languages, Catalan today shares many traits with other Romance languages.",235,775,True
776,What are examples of Ibero-Romance languages?,Catalan_language,510,Spanish and Portuguese,"Catalan shares many traits with the other neighboring Romance languages (Italian, Sardinian, Occitan, and Spanish). However, despite being mostly situated in the Iberian Peninsula, Catalan has marked differences with the Ibero-Romance group (Spanish and Portuguese) in terms of pronunciation, grammar, and especially vocabulary; showing instead its closest affinity with Occitan and to a lesser extent Gallo-Romance (French, Franco-Provençal, Gallo-Italian).",242,776,True
777,What is the percent relationship of Catalan to Spanish?,Catalan_language,511,80%,"According to Ethnologue, the lexical similarity between Catalan and other Romance languages is: 87% with Italian; 85% with Portuguese; 80% with Spanish; 76% with Ladin; 75% with Sardinian; and 73% with Romanian.",135,777,True
778,What language branch did Catalan share a history with?,Catalan_language,513,Occitan,"There is evidence that, at least from the a.d. 2nd century, the vocabulary and phonology of Roman Tarraconensis was different from the rest of Roman Hispania. Differentiation has arisen generally because Spanish, Asturian, and Galician-Portuguese share certain peripheral archaisms (Spanish hervir, Asturian/Portuguese ferver vs. Catalan bullir, Occitan bolir ""to boil"") and innovatory regionalisms (Sp novillo, Ast nuviellu vs. Cat torell, Oc taurèl ""bullock""), while Catalan has a shared history with the Western Romance innovative core, especially Occitan.",346,778,True
779,What has different results in Spanish and Catalan?,Catalan_language,514,Germanic superstrate,"The Germanic superstrate has had different outcomes in Spanish and Catalan. For example, Catalan fang ""mud"" and rostir ""to roast"", of Germanic origin, contrast with Spanish lodo and asar, of Latin origin; whereas Catalan filosa ""spinning wheel"" and pols ""temple"", of Latin origin, contrast with Spanish rueca and sien, of Germanic origin.",4,779,True
780,What element in Spanish is more prominent than in Catalan?,Catalan_language,515,Arabic element,"The same happens with Arabic loanwords. Thus, Catalan alfàbia ""large earthenware jar"" and rajola ""tile"", of Arabic origin, contrast with Spanish tinaja and teja, of Latin origin; whereas Catalan oli ""oil"" and oliva ""olive"", of Latin origin, contrast with Spanish aceite and aceituna. However, the Arabic element in Spanish is generally much more prevalent.",297,780,True
781,What language loanwords are found in both Spanish and Catalan?,Catalan_language,515,Arabic loanwords,"The same happens with Arabic loanwords. Thus, Catalan alfàbia ""large earthenware jar"" and rajola ""tile"", of Arabic origin, contrast with Spanish tinaja and teja, of Latin origin; whereas Catalan oli ""oil"" and oliva ""olive"", of Latin origin, contrast with Spanish aceite and aceituna. However, the Arabic element in Spanish is generally much more prevalent.",22,781,True
782,In which language is the Arabic element stand out more?,Catalan_language,515,Spanish,"The same happens with Arabic loanwords. Thus, Catalan alfàbia ""large earthenware jar"" and rajola ""tile"", of Arabic origin, contrast with Spanish tinaja and teja, of Latin origin; whereas Catalan oli ""oil"" and oliva ""olive"", of Latin origin, contrast with Spanish aceite and aceituna. However, the Arabic element in Spanish is generally much more prevalent.",137,782,True
783,Where does the Catalan word alfabia come from?,Catalan_language,515,of Arabic origin,"The same happens with Arabic loanwords. Thus, Catalan alfàbia ""large earthenware jar"" and rajola ""tile"", of Arabic origin, contrast with Spanish tinaja and teja, of Latin origin; whereas Catalan oli ""oil"" and oliva ""olive"", of Latin origin, contrast with Spanish aceite and aceituna. However, the Arabic element in Spanish is generally much more prevalent.",105,783,True
784,What is that determination based on?,Catalan_language,517,cultural affinity and common heritage,"These territories are sometimes referred to as the Països Catalans (Catalan Countries), a denomination based on cultural affinity and common heritage, that has also had a subsequent political interpretation but no official status. Various interpretations of the term may include some or all of these regions.",112,784,True
785,What status does Catalan Countries have?,Catalan_language,517,no official status,"These territories are sometimes referred to as the Països Catalans (Catalan Countries), a denomination based on cultural affinity and common heritage, that has also had a subsequent political interpretation but no official status. Various interpretations of the term may include some or all of these regions.",211,785,True
786,What is the interpretation of the term?,Catalan_language,517,Various interpretations,"These territories are sometimes referred to as the Països Catalans (Catalan Countries), a denomination based on cultural affinity and common heritage, that has also had a subsequent political interpretation but no official status. Various interpretations of the term may include some or all of these regions.",231,786,True
787,What is the term for Catalan Countries?,Catalan_language,517,Països Catalans,"These territories are sometimes referred to as the Països Catalans (Catalan Countries), a denomination based on cultural affinity and common heritage, that has also had a subsequent political interpretation but no official status. Various interpretations of the term may include some or all of these regions.",51,787,True
788,How is Catalan different from other Romance languages?,Catalan_language,518,many monosyllabic words,"In contrast with other Romance languages, Catalan has many monosyllabic words; and those ending in a wide variety of consonants and some consonant clusters. Also, Catalan has final obstruent devoicing, thus featuring many couplets like amic ""(male friend"") vs. amiga (""female friend"").",54,788,True
789,What kind of final devoicing does the language have?,Catalan_language,518,obstruent,"In contrast with other Romance languages, Catalan has many monosyllabic words; and those ending in a wide variety of consonants and some consonant clusters. Also, Catalan has final obstruent devoicing, thus featuring many couplets like amic ""(male friend"") vs. amiga (""female friend"").",181,789,True
790,Where does Catalan get its vowel system?,Catalan_language,520,Vulgar Latin,"Catalan has inherited the typical vowel system of Vulgar Latin, with seven stressed phonemes: /a ɛ e i ɔ o u/, a common feature in Western Romance, except Spanish. Balearic has also instances of stressed /ə/. Dialects differ in the different degrees of vowel reduction, and the incidence of the pair /ɛ e/.",50,790,True
791,What is the exception to this common characteristic?,Catalan_language,520,Spanish,"Catalan has inherited the typical vowel system of Vulgar Latin, with seven stressed phonemes: /a ɛ e i ɔ o u/, a common feature in Western Romance, except Spanish. Balearic has also instances of stressed /ə/. Dialects differ in the different degrees of vowel reduction, and the incidence of the pair /ɛ e/.",155,791,True
792,What differs in vowel reduction?,Catalan_language,520,Dialects,"Catalan has inherited the typical vowel system of Vulgar Latin, with seven stressed phonemes: /a ɛ e i ɔ o u/, a common feature in Western Romance, except Spanish. Balearic has also instances of stressed /ə/. Dialects differ in the different degrees of vowel reduction, and the incidence of the pair /ɛ e/.",209,792,True
793,How many  reduced unstressed are vowels are there in Central Catalan?,Catalan_language,521,three,"In Central Catalan, unstressed vowels reduce to three: /a e ɛ/ > [ə]; /o ɔ u/ > [u]; /i/ remains distinct. The other dialects have different vowel reduction processes (see the section pronunciation of dialects in this article).",48,793,True
794,Where do you find dialectic vowel reductions?,Catalan_language,521,section pronunciation,"In Central Catalan, unstressed vowels reduce to three: /a e ɛ/ > [ə]; /o ɔ u/ > [u]; /i/ remains distinct. The other dialects have different vowel reduction processes (see the section pronunciation of dialects in this article).",176,794,True
795,What outside affects does this study include?,Catalan_language,522,other languages in contact,"Catalan sociolinguistics studies the situation of Catalan in the world and the different varieties that this language presents. It is a subdiscipline of Catalan philology and other affine studies and has as an objective to analyse the relation between the Catalan language, the speakers and the close reality (including the one of other languages in contact).",331,795,True
796,In comparison to what are the dialects uniform?,Catalan_language,523,other Romance languages,"The dialects of the Catalan language feature a relative uniformity, especially when compared to other Romance languages; both in terms of vocabulary, semantics, syntax, morphology, and phonology. Mutual intelligibility between dialects is very high, estimates ranging from 90% to 95%. The only exception is the isolated idiosyncratic Alguerese dialect.",96,796,True
797,What is the major difference between the two blocks?,Catalan_language,524,treatment of unstressed a and e,"Catalan is split in two major dialectal blocks: Eastern Catalan, and Western Catalan. The main difference lies in the treatment of unstressed a and e; which have merged to /ə/ in Eastern dialects, but which remain distinct as /a/ and /e/ in Western dialects. There are a few other differences in pronunciation, verbal morphology, and vocabulary.",118,797,True
798,How are a and e in western dialects?,Catalan_language,524,distinct,"Catalan is split in two major dialectal blocks: Eastern Catalan, and Western Catalan. The main difference lies in the treatment of unstressed a and e; which have merged to /ə/ in Eastern dialects, but which remain distinct as /a/ and /e/ in Western dialects. There are a few other differences in pronunciation, verbal morphology, and vocabulary.",214,798,True
799,To what division does Central Catalan belong?,Catalan_language,525,Eastern block,"Western Catalan comprises the two dialects of Northwestern Catalan and Valencian; the Eastern block comprises four dialects: Central Catalan, Balearic, Rossellonese, and Alguerese. Each dialect can be further subdivided in several subdialects.",86,799,True
800,What other divisions can be made of dialects?,Catalan_language,525,subdialects,"Western Catalan comprises the two dialects of Northwestern Catalan and Valencian; the Eastern block comprises four dialects: Central Catalan, Balearic, Rossellonese, and Alguerese. Each dialect can be further subdivided in several subdialects.",231,800,True
801,Where are the most speakers found?,Catalan_language,526,Central Catalan,"Central Catalan is considered the standard pronunciation of the language and has the highest number of speakers. It is spoken in the densely populated regions of the Barcelona province, the eastern half of the province of Tarragona, and most of the province of Girona.",0,801,True
802,Where is this system common?,Catalan_language,520,Western Romance,"Catalan has inherited the typical vowel system of Vulgar Latin, with seven stressed phonemes: /a ɛ e i ɔ o u/, a common feature in Western Romance, except Spanish. Balearic has also instances of stressed /ə/. Dialects differ in the different degrees of vowel reduction, and the incidence of the pair /ɛ e/.",131,802,True
803,In what language do unstressed vowels reduce to four?,Catalan_language,528,Majorcan,"In Majorcan, unstressed vowels reduce to four: /a e ɛ/ follow the Eastern Catalan reduction pattern; however /o ɔ/ reduce to [o], with /u/ remaining distinct, as in Western Catalan.",3,803,True
804,What reduction pattern do some vowels follow?,Catalan_language,528,Eastern Catalan,"In Majorcan, unstressed vowels reduce to four: /a e ɛ/ follow the Eastern Catalan reduction pattern; however /o ɔ/ reduce to [o], with /u/ remaining distinct, as in Western Catalan.",66,804,True
805,Where did this pattern come from?,Catalan_language,529,Proto-Romance,"In Western Catalan, unstressed vowels reduce to five: /e ɛ/ > [e]; /o ɔ/ > [o]; /a u i/ remain distinct. This reduction pattern, inherited from Proto-Romance, is also found in Italian and Portuguese. Some Western dialects present further reduction or vowel harmony in some cases.",144,805,True
806,What do other Western dialects sometimes  offer?,Catalan_language,529,further reduction,"In Western Catalan, unstressed vowels reduce to five: /e ɛ/ > [e]; /o ɔ/ > [o]; /a u i/ remain distinct. This reduction pattern, inherited from Proto-Romance, is also found in Italian and Portuguese. Some Western dialects present further reduction or vowel harmony in some cases.",230,806,True
807,What vowel does Central have a larger occurrence of?,Catalan_language,530,/e/,"Central, Western, and Balearic differ in the lexical incidence of stressed /e/ and /ɛ/. Usually, words with /ɛ/ in Central Catalan correspond to /ə/ in Balearic and /e/ in Western Catalan. Words with /e/ in Balearic almost always have /e/ in Central and Western Catalan as well.[vague] As a result, Central Catalan has a much higher incidence of /e/.",75,807,True
808,"What is the result of /e/ being the same in Central,  Western and Belearic?",Catalan_language,530,higher incidence,"Central, Western, and Balearic differ in the lexical incidence of stressed /e/ and /ɛ/. Usually, words with /ɛ/ in Central Catalan correspond to /ə/ in Balearic and /e/ in Western Catalan. Words with /e/ in Balearic almost always have /e/ in Central and Western Catalan as well.[vague] As a result, Central Catalan has a much higher incidence of /e/.",326,808,True
809,What form is innovative?,Catalan_language,533,Central Catalan,"Despite its relative lexical unity, the two dialectal blocks of Catalan (Eastern and Western) show some differences in word choices. Any lexical divergence within any of the two groups can be explained as an archaism. Also, usually Central Catalan acts as an innovative element.",232,809,True
810,What are the two blocks of Catalan?,Catalan_language,533,Eastern and Western,"Despite its relative lexical unity, the two dialectal blocks of Catalan (Eastern and Western) show some differences in word choices. Any lexical divergence within any of the two groups can be explained as an archaism. Also, usually Central Catalan acts as an innovative element.",73,810,True
811,What dialect employs many archaic words?,Catalan_language,537,Alguerese,"In Alghero, the IEC has adapted its standard to the Alguerese dialect. In this standard one can find, among other features: the definite article lo instead of el, special possessive pronouns and determinants la mia ('mine'), lo sou/la sua ('his/her'), lo tou/la tua ('yours'), and so on, the use of -v- /v/ in the imperfect tense in all conjugations: cantava, creixiva, llegiva; the use of many archaic words, usual words in Alguerese: manco instead of menys ('less'), calqui u instead of algú ('someone'), qual/quala instead of quin/quina ('which'), and so on; and the adaptation of weak pronouns.",52,811,True
812,What type of pronouns has Alguerese adapted?,Catalan_language,537,weak pronouns,"In Alghero, the IEC has adapted its standard to the Alguerese dialect. In this standard one can find, among other features: the definite article lo instead of el, special possessive pronouns and determinants la mia ('mine'), lo sou/la sua ('his/her'), lo tou/la tua ('yours'), and so on, the use of -v- /v/ in the imperfect tense in all conjugations: cantava, creixiva, llegiva; the use of many archaic words, usual words in Alguerese: manco instead of menys ('less'), calqui u instead of algú ('someone'), qual/quala instead of quin/quina ('which'), and so on; and the adaptation of weak pronouns.",584,812,True
813,Where is the Catalan speaking part of Aragon?,Catalan_language,538,La Franja,"In 2011, the Aragonese government passed a decree for the establishment of a new language regulator of Catalan in La Franja (the so-called Catalan-speaking areas of Aragon). The new entity, designated as Acadèmia Aragonesa del Català, shall allow a facultative education in Catalan and a standardization of the Catalan language in La Franja.",114,813,True
814,Where is the language to be regulated located?,Catalan_language,538,La Franja,"In 2011, the Aragonese government passed a decree for the establishment of a new language regulator of Catalan in La Franja (the so-called Catalan-speaking areas of Aragon). The new entity, designated as Acadèmia Aragonesa del Català, shall allow a facultative education in Catalan and a standardization of the Catalan language in La Franja.",114,814,True
815,How is Valencian classified?,Catalan_language,539,Western dialect,"Valencian is classified as a Western dialect, along with the northwestern varieties spoken in Western Catalonia (provinces of Lleida and the western half of Tarragona). The various forms of Catalan and Valencian are mutually intelligible (ranging from 90% to 95%)",29,815,True
816,What kind of Valencan is spoken in Western Catalonia?,Catalan_language,539,northwestern varieties,"Valencian is classified as a Western dialect, along with the northwestern varieties spoken in Western Catalonia (provinces of Lleida and the western half of Tarragona). The various forms of Catalan and Valencian are mutually intelligible (ranging from 90% to 95%)",61,816,True
817,What forms are mutually intelligible?,Catalan_language,539,Catalan and Valencian,"Valencian is classified as a Western dialect, along with the northwestern varieties spoken in Western Catalonia (provinces of Lleida and the western half of Tarragona). The various forms of Catalan and Valencian are mutually intelligible (ranging from 90% to 95%)",190,817,True
818,Who says that there is linguistic unity between Catalan and Valencian?,Catalan_language,540,Valencian Academy of Language,"Linguists, including Valencian scholars, deal with Catalan and Valencian as the same language. The official regulating body of the language of the Valencian Community, the Valencian Academy of Language (Acadèmia Valenciana de la Llengua, AVL) declares the linguistic unity between Valencian and Catalan varieties.",172,818,True
819,Who uses this standard?,Catalan_language,541,everyone who writes,"The AVL, created by the Valencian parliament, is in charge of dictating the official rules governing the use of Valencian, and its standard is based on the Norms of Castelló (Normes de Castelló). Currently, everyone who writes in Valencian uses this standard, except the Royal Academy of Valencian Culture (Acadèmia de Cultura Valenciana, RACV), which uses for Valencian an independent standard.",207,819,True
820,Who is exempt from the standard and uses their own?,Catalan_language,541,Royal Academy of Valencian Culture,"The AVL, created by the Valencian parliament, is in charge of dictating the official rules governing the use of Valencian, and its standard is based on the Norms of Castelló (Normes de Castelló). Currently, everyone who writes in Valencian uses this standard, except the Royal Academy of Valencian Culture (Acadèmia de Cultura Valenciana, RACV), which uses for Valencian an independent standard.",271,820,True
821,What language has a lexical unity?,Catalan_language,533,Catalan,"Despite its relative lexical unity, the two dialectal blocks of Catalan (Eastern and Western) show some differences in word choices. Any lexical divergence within any of the two groups can be explained as an archaism. Also, usually Central Catalan acts as an innovative element.",64,821,True
822,Where does Catalan get a lot of its learned words?,Catalan_language,545,Greek and Latin,"Like other languages, Catalan has a large list of learned words from Greek and Latin. This process started very early, and one can find such examples in Ramon Llull's work. On the fourteenth and fifteenth centuries Catalan had a number of Greco-Latin learned words much superior to other Romance languages, as it can be attested for example in Roís de Corella's writings.",69,822,True
823,What is common in Romance languages?,Catalan_language,546,agglutination,"The process of morphological derivation in Catalan follows the same principles as the other Romance languages, where agglutination is common. Many times, several affixes are appended to a preexisting lexeme, and some sound alternations can occur, for example elèctric [əˈlɛktrik] (""electrical"") vs. electricitat [ələktrisiˈtat]. Prefixes are usually appended to verbs, for as in preveure (""foresee"").",117,823,True
824,What languages are  similar to Catalan in numbers of  couplets?,Catalan_language,548,Italian and Spanish,"Catalan has few suppletive couplets, like Italian and Spanish, and unlike French. Thus, Catalan has noi/noia (""boy""/""girl"") and gall/gallina (""cock""/""hen""), whereas French has garçon/fille and coq/poule.",42,824,True
825,What is ab example of a gender marked adjective?,Catalan_language,549,bullent/bullenta,"There is a tendency to abandon traditionally gender-invariable adjectives in favour of marked ones, something prevalent in Occitan and French. Thus, one can find bullent/bullenta (""boiling"") in contrast with traditional bullent/bullent.",162,825,True
826,What is the usual way to make a plural?,Catalan_language,550,suffix -s,"As in the other Western Romance languages, the main plural expression is the suffix -s, which may create morphological alternations similar to the ones found in gender inflection, albeit more rarely. The most important one is the addition of -o- before certain consonant groups, a phonetic phenomenon that does not affect feminine forms: el pols/els polsos (""the pulse""/""the pulses"") vs. la pols/les pols (""the dust""/""the dusts"").",77,826,True
827,To what are these morphological changes similar?,Catalan_language,550,gender inflection,"As in the other Western Romance languages, the main plural expression is the suffix -s, which may create morphological alternations similar to the ones found in gender inflection, albeit more rarely. The most important one is the addition of -o- before certain consonant groups, a phonetic phenomenon that does not affect feminine forms: el pols/els polsos (""the pulse""/""the pulses"") vs. la pols/les pols (""the dust""/""the dusts"").",161,827,True
828,What does the large number of omissions  make the determinatives?,Catalan_language,551,complex,"The inflection of determinatives is complex, specially because of the high number of elisions, but is similar to the neighboring languages. Catalan has more contractions of preposition + article than Spanish, like dels (""of + the [plural]""), but not as many as Italian (which has sul, col, nel, etc.).",36,828,True
